isn_vinculo;num_ano;num_mes;44;102;185;226;227;44_yoy;102_yoy;185_yoy;226_yoy;227_yoy;IF_label;IF_score;anomalo
154371;2010;8;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154371;2010;9;895.89;673.6;0.0;0.0;431.11;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;3;0.0;0.0;115.2;1182.22;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;4;0.0;0.0;120.96;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;5;0.0;0.0;0.0;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;6;0.0;0.0;0.0;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;7;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;8;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;9;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;10;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;11;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2010;12;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2011;1;0.0;0.0;0.0;1697.48;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2011;2;0.0;0.0;0.0;1697.48;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154372;2011;3;2257.65;0.0;0.0;0.0;396.08;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;3;0.0;0.0;115.2;1182.22;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;4;0.0;0.0;120.96;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;5;0.0;0.0;0.0;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;6;0.0;0.0;0.0;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;7;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;8;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;9;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;10;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;11;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2010;12;0.0;0.0;0.0;1616.65;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2011;1;0.0;0.0;0.0;1697.48;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2011;2;0.0;0.0;0.0;1697.48;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154373;2011;3;2257.65;0.0;0.0;0.0;396.08;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154374;2010;3;0.0;0.0;115.2;1182.22;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154374;2010;4;0.0;0.0;120.96;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154374;2010;5;0.0;0.0;0.0;1542.02;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
154374;2010;6;0.0;385.51;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1;0.0;0
