isn_vinculo;num_ano;num_mes;97;102;140;160;161;302;303;305;316;317;1249;1367;1369;97_yoy;102_yoy;140_yoy;160_yoy;161_yoy;302_yoy;303_yoy;305_yoy;316_yoy;317_yoy;1249_yoy;1367_yoy;1369_yoy;IF_label;IF_score;anomalo
18789;2009;1;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;2;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;3;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;4;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;5;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;6;0.0;0.0;0.0;0.0;0.0;933.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;7;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;8;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;9;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;10;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;11;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2009;12;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;1;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;2;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;3;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;4;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;5;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;6;0.0;0.0;0.0;0.0;0.0;989.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;7;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;8;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;9;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;10;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;11;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2010;12;0.0;0.0;0.0;0.0;0.0;1037.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;1;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;2;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;3;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;4;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;5;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;6;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;7;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;8;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;9;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;10;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;11;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2011;12;0.0;0.0;0.0;0.0;0.0;1089.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
18789;2012;1;0.0;0.0;0.0;0.0;0.0;1165.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;3;0.0;0.0;0.0;0.0;0.0;2411.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;4;0.0;0.0;0.0;0.0;0.0;2411.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;5;0.0;0.0;0.0;0.0;0.0;2411.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;6;0.0;0.0;0.0;0.0;0.0;2411.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;7;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;8;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;9;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;10;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;11;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2007;12;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;1;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;2;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;3;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;4;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;5;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;6;0.0;0.0;0.0;0.0;0.0;2496.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;7;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;8;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;9;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;10;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;11;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2008;12;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;1;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;2;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;3;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;4;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;5;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;6;0.0;0.0;0.0;0.0;0.0;2650.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;7;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;8;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;9;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;10;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;11;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2009;12;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;1;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;2;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;3;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;4;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;5;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;6;0.0;0.0;0.0;0.0;0.0;2809.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;7;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;8;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;9;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;10;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;11;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2010;12;0.0;0.0;0.0;0.0;0.0;2944.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;1;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;2;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;3;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;4;22.61;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;5;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;6;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;7;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;8;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;9;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;10;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;11;141.09;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2011;12;0.0;0.0;0.0;0.0;0.0;3092.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2012;1;0.0;0.0;0.0;0.0;0.0;3308.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2012;2;0.0;0.0;0.0;0.0;0.0;3308.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
19014;2012;3;0.0;0.0;0.0;0.0;0.0;3308.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;3;0.0;0.0;0.0;75.55;0.0;132.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;4;0.0;0.0;0.0;75.55;0.0;132.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;5;0.0;0.0;0.0;75.55;0.0;132.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;6;0.0;0.0;0.0;75.55;0.0;132.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;7;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;8;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;9;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;10;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;11;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2007;12;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2008;1;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
56077;2008;2;0.0;0.0;0.0;87.85;0.0;137.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.23674680490614186;0
