isn_vinculo;num_ano;num_mes;44;102;185;226;227;312;324;371;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
154399;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;19.19;-1;-0.02071859237542828;-1;-8.629037794738448e-05;2
154401;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.28719638176115364;1;0.010212620582062293;0
154402;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.28719638176115364;1;0.010212620582062293;0
154403;2010;6;0.0;0.0;0.0;624.24;0.0;0.0;0.0;0.0;1;0.28719638176115364;1;0.010212620582062293;0
154387;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154388;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154391;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154392;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154393;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154394;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154395;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154396;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154397;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154398;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154399;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;19.48;-1;-0.019579211527031237;1;1.987778012901842e-05;1
154401;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154402;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154403;2010;7;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154387;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154388;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154391;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154392;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154393;2010;8;362.67;272.69;0.0;0.0;43.63;0.0;0.0;0.0;1;0.0;-1;-0.0005834696173248055;1
154394;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154395;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154396;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154397;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;13.44;0.0;-1;-0.05083917547116801;1;0.00033603886074884404;1
154398;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154399;2010;8;435.21;327.23;0.0;0.0;436.3;0.0;0.0;0.0;-1;-0.04422781973238554;1;0.000122555672934066;1
154401;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154402;2010;8;362.67;272.69;0.0;0.0;43.63;0.0;0.0;0.0;1;0.0;-1;-0.0005834696173248055;1
154403;2010;8;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154387;2010;9;435.21;327.23;0.0;0.0;327.23;0.0;0.0;0.0;1;0.028884798191891603;1;0.00016063677210109706;0
154388;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154391;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154392;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154394;2010;9;435.21;327.23;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.029768888185883635;-1;-4.8409112541669685e-05;2
154395;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154396;2010;9;435.21;327.23;0.0;0.0;327.23;0.0;0.0;0.0;1;0.028884798191891603;1;0.00016063677210109706;0
154397;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154398;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154401;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154403;2010;9;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154388;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154391;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154392;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154395;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154397;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154398;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154401;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154403;2010;10;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154388;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154391;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154392;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154395;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154397;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154398;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154401;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154403;2010;11;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154388;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.32267670155787426;1;0.0002676900903427759;0
154389;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154391;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154392;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154395;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154397;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154398;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154401;2010;12;0.0;0.0;0.0;654.45;0.0;0.0;0.0;0.0;1;0.03985017283829129;1;0.0002313018786237464;0
154403;2010;12;652.81;490.84;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.2625103811022418;1;0.00020621451571645188;1
154388;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154389;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154391;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154392;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154395;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154397;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154398;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154401;2011;1;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154388;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154389;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154391;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154392;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154395;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154397;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154398;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154401;2011;2;0.0;0.0;0.0;687.17;0.0;0.0;0.0;0.0;1;0.13012706837845717;1;0.00020621433163081626;0
154388;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154389;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154391;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154392;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154395;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154397;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154398;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
154401;2011;3;913.94;0.0;0.0;0.0;320.68;0.0;0.0;0.0;1;0.0;-1;-0.00041242912921768404;1
